Index,Fixture,Date,Promotion,Match type,Event,WON rating
5623,Daniel Bryan vs. Kofi Kingston,04/07/2019,World Wrestling Entertainment,Singles,WWE WrestleMania 35 ,****1/2
5624,Finn Balor vs. Sami Zayn,04/08/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1350 ,
5625,Curt Hawkins & Zack Ryder vs. Dash Wilder & Scott Dawson,04/08/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1350 ,
5626,Kofi Kingston vs. Seth Rollins,04/08/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1350 ,
5627,Bianca Belair vs. Nikki Cross vs. Toni Storm,04/08/2019,World Wrestling Entertainment,Triple Threat,WWE Worlds Collide 2019: Women Collide ,
5628,Aleister Black & Ricochet vs. Bobby Roode & Chad Gable,04/08/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1350 ,
5629,"Aleister Black, Ali & Ricochet vs. Andrade, Rusev & Shinsuke Nakamura",04/09/2019,World Wrestling Entertainment,Six Man Tag Team,WWE SmackDown Live #1025 ,***3/4
5630,Buddy Murphy vs. Tony Nese,04/09/2019,World Wrestling Entertainment,Singles,WWE 205 Live #124 ,
5631,Jeff Hardy & Matt Hardy vs. Jey Uso & Jimmy Uso,04/09/2019,World Wrestling Entertainment,Tag Team,WWE SmackDown Live #1025 ,
5632,Kairi Sane vs. Shayna Baszler,04/10/2019,World Wrestling Entertainment,Singles,WWE NXT #469 ,
5633,Johnny Gargano vs. Roderick Strong,04/10/2019,World Wrestling Entertainment,Singles,WWE NXT #470 ,
5634,Kassius Ohno vs. Kushida,04/10/2019,World Wrestling Entertainment,Singles,WWE NXT #471 ,
5635,"AJ Styles, Roman Reigns & Seth Rollins vs. Baron Corbin, Bobby Lashley & Drew McIntyre",04/15/2019,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1351 - Superstar Shake-up 2019 ,
5636,Andrade vs. Finn Balor,04/15/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1351 - Superstar Shake-up 2019 ,
5637,Cedric Alexander vs. Oney Lorcan,04/16/2019,World Wrestling Entertainment,Singles,WWE 205 Live #125 ,
5638,"Cesaro, Rusev & Shinsuke Nakamura vs. Kevin Owens, Kofi Kingston & Xavier Woods",04/16/2019,World Wrestling Entertainment,Six Man Tag Team,WWE SmackDown Live #1026 - Superstar Shake-up 2019 ,
5639,"Asuka, Bayley, Ember Moon & Kairi Sane vs. Billie Kay, Mandy Rose, Peyton Royce & Sonya Deville",04/16/2019,World Wrestling Entertainment,Eight Man Tag Team,WWE SmackDown Live #1026 - Superstar Shake-up 2019 ,
5640,Ali vs. Finn Balor,04/16/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1026 - Superstar Shake-up 2019 ,
5641,Buddy Murphy vs. Velveteen Dream,04/17/2019,World Wrestling Entertainment,Singles,WWE NXT #469 ,
5642,Pete Dunne vs. WALTER,04/19/2019,World Wrestling Entertainment,Singles,WWE NXT UK #43 ,
5643,James Drake & Zack Gibson vs. Kenny Williams & Noam Dar,04/19/2019,World Wrestling Entertainment,Tag Team,WWE NXT UK #41 ,
5644,Nina Samuels vs. Toni Storm,04/20/2019,World Wrestling Entertainment,Singles,WWE NXT UK #44 ,
5645,"Fabian Aichner, Marcel Barthel & WALTER vs. Pete Dunne, Trent Seven & Tyler Bate",04/20/2019,World Wrestling Entertainment,Six Man Tag Team,WWE NXT UK #46 ,
5646,Gentleman Jack Gallagher vs. Kassius Ohno,04/20/2019,World Wrestling Entertainment,Singles,WWE NXT UK #44 ,
5647,Bayley & Ember Moon vs. Ruby Riott & Sarah Logan,04/21/2019,World Wrestling Entertainment,Tag Team,WWE Live - The Shield's Final Chapter ,**
5648,Elias vs. Finn Balor,04/21/2019,World Wrestling Entertainment,Singles,WWE Live - The Shield's Final Chapter ,*3/4
5649,"Baron Corbin, Bobby Lashley & Drew McIntyre vs. Dean Ambrose, Roman Reigns & Seth Rollins",04/21/2019,World Wrestling Entertainment,Six Man Tag Team,WWE Live - The Shield's Final Chapter ,***1/4
5650,AJ Styles vs. Rey Mysterio vs. Samoa Joe,04/22/2019,World Wrestling Entertainment,Triple Threat,WWE Monday Night RAW #1352 ,
5651,AJ Styles vs. Baron Corbin,04/22/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1352 ,
5652,Cedric Alexander vs. Cesaro,04/22/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1352 ,
5653,Baron Corbin vs. Drew McIntyre vs. The Miz,04/22/2019,World Wrestling Entertainment,Triple Threat,WWE Monday Night RAW #1352 ,
5654,Bayley vs. Becky Lynch,04/30/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1028 ,
5655,Ali & Finn Balor vs. Andrade & Randy Orton,04/30/2019,World Wrestling Entertainment,Tag Team,WWE SmackDown Live #1028 ,
5656,Bobby Fish & Kyle O'Reilly vs. Johnny Gargano & Matt Riddle,05/01/2019,World Wrestling Entertainment,Tag Team,WWE NXT #474 ,
5657,Daniel Bryan vs. Kofi Kingston,05/06/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1354 ,
5658,Drew McIntyre vs. Roman Reigns,05/06/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1354 ,
5659,AJ Styles & Seth Rollins vs. Baron Corbin & Bobby Lashley,05/06/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1354 ,
5660,AJ Styles vs. Kofi Kingston vs. Sami Zayn,05/07/2019,World Wrestling Entertainment,Triple Threat,WWE SmackDown Live #1029 ,***3/4
5661,Daniel Bryan & Rowan vs. Jey Uso & Jimmy Uso,05/07/2019,World Wrestling Entertainment,Tag Team,WWE SmackDown Live #1029 ,
5662,Baron Corbin vs. Ricochet,05/13/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1355 ,
5663,Dana Brooke vs. Naomi vs. Natalya vs. Nikki Cross,05/13/2019,World Wrestling Entertainment,Fatal Four Way,WWE Monday Night RAW #1355 ,
5664,Cesaro vs. Rey Mysterio,05/13/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1355 ,
5665,Ali vs. Andrade vs. Finn Balor vs. Randy Orton,05/14/2019,World Wrestling Entertainment,Fatal Four Way,WWE SmackDown Live #1030 ,
5666,Drew Gulak vs. Kushida,05/18/2019,World Wrestling Entertainment,Submission,WWE NXT #477 ,
5667,Danny Burch & Oney Lorcan vs. Kyle O'Reilly & Roderick Strong,05/18/2019,World Wrestling Entertainment,Tag Team,WWE NXT #477 ,
5668,Becky Lynch vs. Charlotte Flair,05/19/2019,World Wrestling Entertainment,Singles,WWE Money In The Bank 2019 ,**3/4
5669,Becky Lynch vs. Lacey Evans,05/19/2019,World Wrestling Entertainment,Singles,WWE Money In The Bank 2019 ,**
5670,Ariya Daivari vs. Tony Nese,05/19/2019,World Wrestling Entertainment,Singles,WWE Money In The Bank 2019 ,***
5671,Shane McMahon vs. The Miz,05/19/2019,World Wrestling Entertainment,Steel Cage,WWE Money In The Bank 2019 ,**1/4
5672,Daniel Bryan & Rowan vs. Jey Uso & Jimmy Uso,05/19/2019,World Wrestling Entertainment,Tag Team,WWE Money In The Bank 2019 Kickoff ,***1/4
5673,Kevin Owens vs. Kofi Kingston,05/19/2019,World Wrestling Entertainment,Singles,WWE Money In The Bank 2019 ,***1/2
5674,Bayley vs. Carmella vs. Dana Brooke vs. Ember Moon vs. Mandy Rose vs. Naomi vs. Natalya vs. Nikki Cross,05/19/2019,World Wrestling Entertainment,Money In The Bank Ladder,WWE Money In The Bank 2019 ,***1/4
5675,Ali vs. Andrade vs. Baron Corbin vs. Brock Lesnar vs. Drew McIntyre vs. Finn Balor vs. Randy Orton vs. Ricochet,05/19/2019,World Wrestling Entertainment,Money In The Bank Ladder,WWE Money In The Bank 2019 ,****1/2
5676,AJ Styles vs. Seth Rollins,05/19/2019,World Wrestling Entertainment,Singles,WWE Money In The Bank 2019 ,****1/2
5677,Baron Corbin & Bobby Lashley vs. Kofi Kingston & Seth Rollins,05/20/2019,World Wrestling Entertainment,No Disqualification Tag Team,WWE Monday Night RAW #1356 ,
5678,Drew McIntyre vs. The Miz,05/20/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1356 ,
5679,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,05/20/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1356 ,
5680,Cesaro vs. Ricochet,05/20/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1356 ,
5681,Kofi Kingston vs. Sami Zayn,05/21/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1031 ,
5682,Ali vs. Andrade,05/21/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1031 ,
5683,Sami Zayn vs. Seth Rollins,05/27/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1357 ,
5684,Cesaro vs. Ricochet,05/27/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1357 ,
5685,Kevin Owens vs. Kofi Kingston,05/28/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1032 ,
5686,Io Shirai vs. Shayna Baszler,06/01/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: XXV ,****
5687,Adam Cole vs. Johnny Gargano,06/01/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: XXV ,*****1/4
5688,Tyler Breeze vs. Velveteen Dream,06/01/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: XXV ,***3/4
5689,Angelo Dawkins & Montez Ford vs. Bobby Fish & Kyle O'Reilly vs. Danny Burch & Oney Lorcan vs. Steve Cutler & Wesley Blake,06/01/2019,World Wrestling Entertainment,Fatal Four Way Ladder Tag Team,WWE NXT TakeOver: XXV ,****1/2
5690,Matt Riddle vs. Roderick Strong,06/01/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: XXV ,****1/2
5691,Bianca Belair vs. Mia Yim,06/01/2019,World Wrestling Entertainment,Singles,WWE NXT #476 ,
5692,Cesaro vs. Ricochet,06/03/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1358 ,
5693,"Dash Wilder, Drew McIntyre & Scott Dawson vs. Jey Uso, Jimmy Uso & Roman Reigns",06/03/2019,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1358 ,
5694,Alexa Bliss vs. Carmella vs. Charlotte Flair,06/04/2019,World Wrestling Entertainment,Triple Threat,WWE SmackDown Live #1033 ,
5695,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,06/07/2019,World Wrestling Entertainment,Tag Team,WWE Super ShowDown 2019 Kickoff ,**1/2
5696,Bobby Lashley vs. Braun Strowman,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,*3/4
5697,Randy Orton vs. Triple H,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,**1/4
5698,"Gran Metalik, Kalisto & Lince Dorado vs. Lars Sullivan",06/07/2019,World Wrestling Entertainment,Three On One Handicap,WWE Super ShowDown 2019 ,DUD
5699,Roman Reigns vs. Shane McMahon,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,*1/2
5700,Dolph Ziggler vs. Kofi Kingston,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,**1/2
5701,Baron Corbin vs. Seth Rollins,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,**1/2
5702,Andrade vs. Finn Balor,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,***1/4
5703,Goldberg vs. The Undertaker,06/07/2019,World Wrestling Entertainment,Singles,WWE Super ShowDown 2019 ,DUD
5704,Akam vs. Akira Tozawa vs. Ali vs. Apollo Crews vs. Bo Dallas vs. Brian Kendrick vs. Buddy Murphy vs. Cedric Alexander vs. Cesaro vs. Chad Gable vs. Curt Hawkins vs. Curtis Axel vs. Dash Wilder vs. Drew Gulak vs. EC3 vs. Elias vs. Eric Young vs. Erik vs. Heath Slater vs. Humberto Carrillo vs. Ivar vs. Jey Uso vs. Jimmy Uso vs. Jinder Mahal vs. Karl Anderson vs. Luke Gallows vs. Mansoor vs. Matt Hardy vs. Mike Kanellis vs. Mojo Rawley vs. No Way Jose vs. Oney Lorcan vs. Otis vs. Rezar vs. Ricochet vs. Robert Roode vs. Rowan vs. Rusev vs. Samir Singh vs. Samoa Joe vs. Scott Dawson vs. Shelton Benjamin vs. Shinsuke Nakamura vs. Sin Cara vs. Sunil Singh vs. The Miz vs. Titus O'Neil vs. Tony Nese vs. Tucker vs. Xavier Woods vs. Zack Ryder,06/07/2019,World Wrestling Entertainment,Battle Royal,WWE Super ShowDown 2019 ,
5705,Alexa Bliss & Lacey Evans vs. Bayley & Becky Lynch,06/10/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1359 ,
5706,Curt Hawkins & Zack Ryder vs. Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,06/10/2019,World Wrestling Entertainment,Triple Threat Tag Team,WWE Monday Night RAW #1359 ,
5707,"Bobby Lashley, Cesaro & Samoa Joe vs. Braun Strowman, Ricochet & The Miz",06/10/2019,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1359 ,
5708,Chad Gable vs. Gentleman Jack Gallagher,06/11/2019,World Wrestling Entertainment,Singles,WWE 205 Live #133 ,****
5709,Akira Tozawa vs. Drew Gulak vs. Humberto Carrillo vs. Oney Lorcan,06/11/2019,World Wrestling Entertainment,Fatal Four Way,WWE 205 Live #133 ,
5710,Angel Garza vs. Joaquin Wilde,06/12/2019,World Wrestling Entertainment,Singles,WWE NXT #479 ,
5711,Io Shirai vs. Shayna Baszler,06/12/2019,World Wrestling Entertainment,Steel Cage,WWE NXT #479 ,
5712,Angelo Dawkins & Montez Ford vs. Danny Burch & Oney Lorcan,06/12/2019,World Wrestling Entertainment,Tag Team,WWE NXT #481 ,
5713,Boa vs. Jordan Myles,06/12/2019,World Wrestling Entertainment,Singles,WWE NXT #481 ,
5714,Roderick Strong vs. Tyler Breeze,06/12/2019,World Wrestling Entertainment,Singles,WWE NXT #480 ,
5715,Cameron Grimes vs. Isaiah Scott,06/12/2019,World Wrestling Entertainment,Singles,WWE NXT #480 ,
5716,Damian Priest vs. Keith Lee,06/13/2019,World Wrestling Entertainment,Singles,WWE NXT #483 ,
5717,Pete Dunne vs. Roderick Strong,06/13/2019,World Wrestling Entertainment,Singles,WWE NXT #484 ,
5718,Bronson Reed vs. Cameron Grimes,06/13/2019,World Wrestling Entertainment,Singles,WWE NXT #484 ,
5719,Bronson Reed vs. Dexter Lumis,06/13/2019,World Wrestling Entertainment,Singles,WWE NXT #482 ,
5720,Angel Garza vs. Jordan Myles,06/13/2019,World Wrestling Entertainment,Singles,WWE NXT #483 ,
5721,Deonna Purrazzo vs. Toni Storm,06/14/2019,World Wrestling Entertainment,Singles,WWE NXT UK #90 - Hidden Gems ,
5722,Mark Coffey & Wolfgang vs. Primate & Wild Boar,06/14/2019,World Wrestling Entertainment,Tag Team,WWE NXT UK #47 ,
5723,Candy Floss vs. Isla Dawn vs. Jazzy Gabert vs. Jinny vs. Kanji vs. Kay Lee Ray vs. Killer Kelly vs. Nina Samuels vs. Piper Niven vs. Rhea Ripley vs. Rhio vs. Xia Brookside,06/14/2019,World Wrestling Entertainment,Battle Royal,WWE NXT UK #47 ,
5724,Kassius Ohno vs. Kenny Williams,06/14/2019,World Wrestling Entertainment,Singles,WWE NXT UK #47 ,
5725,Travis Banks vs. WALTER,06/15/2019,World Wrestling Entertainment,Singles,WWE NXT UK #48 ,
5726,James Drake & Zack Gibson vs. Trent Seven & Tyler Bate,06/15/2019,World Wrestling Entertainment,Tag Team,WWE NXT UK #49 ,
5727,Piper Niven vs. Rhea Ripley,06/15/2019,World Wrestling Entertainment,Singles,WWE NXT UK #49 ,
5728,Adam Cole vs. Zack Gibson,06/16/2019,World Wrestling Entertainment,Singles,WWE NXT UK #105 - Hidden Gems ,
5729,Trent Seven vs. WALTER,06/16/2019,World Wrestling Entertainment,Singles,WWE NXT UK #52 ,
5730,Candy Floss vs. Toni Storm,06/16/2019,World Wrestling Entertainment,Singles,WWE NXT UK #50 ,
5731,Daniel Bryan vs. Seth Rollins,06/17/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1360 ,
5732,Bobby Lashley vs. Braun Strowman vs. Cesaro vs. Ricochet vs. The Miz,06/17/2019,World Wrestling Entertainment,Fatal Five Way Elimination,WWE Monday Night RAW #1360 ,
5733,Alexa Bliss vs. Bayley,06/23/2019,World Wrestling Entertainment,Singles,WWE Stomping Grounds ,*1/2
5734,Becky Lynch vs. Lacey Evans,06/23/2019,World Wrestling Entertainment,Singles,WWE Stomping Grounds ,**1/4
5735,Baron Corbin vs. Seth Rollins,06/23/2019,World Wrestling Entertainment,Singles,WWE Stomping Grounds ,*
5736,Dolph Ziggler vs. Kofi Kingston,06/23/2019,World Wrestling Entertainment,Steel Cage,WWE Stomping Grounds ,**1/2
5737,Drew McIntyre vs. Roman Reigns,06/23/2019,World Wrestling Entertainment,Singles,WWE Stomping Grounds ,***3/4
5738,Daniel Bryan & Rowan vs. Otis & Tucker,06/23/2019,World Wrestling Entertainment,Tag Team,WWE Stomping Grounds ,***1/2
5739,Ricochet vs. Samoa Joe,06/23/2019,World Wrestling Entertainment,Singles,WWE Stomping Grounds ,***1/2
5740,Big E & Xavier Woods vs. Kevin Owens & Sami Zayn,06/23/2019,World Wrestling Entertainment,Tag Team,WWE Stomping Grounds ,***1/4
5741,Akira Tozawa vs. Drew Gulak vs. Tony Nese,06/23/2019,World Wrestling Entertainment,Triple Threat,WWE Stomping Grounds Kickoff ,***1/2
5742,AJ Styles vs. Ricochet,06/24/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1361 ,
5743,Dolph Ziggler vs. Kofi Kingston,06/25/2019,World Wrestling Entertainment,Best Two Out Of Three Falls,WWE SmackDown Live #1036 ,
5744,Big E & Xavier Woods vs. Daniel Bryan & Rowan,06/25/2019,World Wrestling Entertainment,Tag Team,WWE SmackDown Live #1036 ,
5745,Bobby Lashley vs. Braun Strowman,07/01/2019,World Wrestling Entertainment,Falls Count Anywhere,WWE Monday Night RAW #1362 ,
5746,AJ Styles vs. Ricochet,07/01/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1362 ,
5747,"Big E, Kofi Kingston & Xavier Woods vs. Erik, Ivar & Samoa Joe",07/01/2019,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #1362 ,
5748,Big E vs. Daniel Bryan,07/02/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1037 ,
5749,Andrade & Zelina Vega vs. Becky Lynch & Seth Rollins,07/08/2019,World Wrestling Entertainment,Elimination Mixed Tag Team,WWE Monday Night RAW #1363 ,
5750,Finn Balor vs. Shinsuke Nakamura,07/09/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1038 ,
5751,Finn Balor vs. Shinsuke Nakamura,07/14/2019,World Wrestling Entertainment,Singles,WWE Extreme Rules 2019 Kickoff ,**3/4
5752,Kofi Kingston vs. Samoa Joe,07/14/2019,World Wrestling Entertainment,Singles,WWE Extreme Rules 2019 ,**1/2
5753,Alexa Bliss & Nikki Cross vs. Bayley,07/14/2019,World Wrestling Entertainment,Two On One Handicap,WWE Extreme Rules 2019 ,**1/4
5754,Baron Corbin & Lacey Evans vs. Becky Lynch & Seth Rollins,07/14/2019,World Wrestling Entertainment,Extreme Rules Mixed Tag Team,WWE Extreme Rules 2019 ,***1/4
5755,Bobby Lashley vs. Braun Strowman,07/14/2019,World Wrestling Entertainment,Last Man Standing,WWE Extreme Rules 2019 ,***3/4
5756,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,07/14/2019,World Wrestling Entertainment,Tag Team,WWE Extreme Rules 2019 ,***1/2
5757,Drew McIntyre & Shane McMahon vs. Roman Reigns & The Undertaker,07/14/2019,World Wrestling Entertainment,No Holds Barred,WWE Extreme Rules 2019 ,****
5758,Big E & Xavier Woods vs. Daniel Bryan & Rowan vs. Otis & Tucker,07/14/2019,World Wrestling Entertainment,Triple Threat Tag Team,WWE Extreme Rules 2019 ,****
5759,Aleister Black vs. Cesaro,07/14/2019,World Wrestling Entertainment,Singles,WWE Extreme Rules 2019 ,***3/4
5760,AJ Styles vs. Ricochet,07/14/2019,World Wrestling Entertainment,Singles,WWE Extreme Rules 2019 ,***3/4
5761,Drew Gulak vs. Tony Nese,07/14/2019,World Wrestling Entertainment,Singles,WWE Extreme Rules 2019 Kickoff ,**1/2
5762,Baron Corbin vs. Big E vs. Bobby Lashley vs. Braun Strowman vs. Cesaro vs. Randy Orton vs. Rey Mysterio vs. Roman Reigns vs. Sami Zayn vs. Seth Rollins,07/15/2019,World Wrestling Entertainment,Battle Royal,WWE Monday Night RAW #1364 ,
5763,"Dash Wilder, Robert Roode & Scott Dawson vs. Jey Uso, Jimmy Uso & Ricochet",07/15/2019,World Wrestling Entertainment,Best Two Out Of Three Falls Six Man Tag Team,WWE Monday Night RAW #1364 ,
5764,Chad Gable vs. Gentleman Jack Gallagher,07/16/2019,World Wrestling Entertainment,Singles,WWE 205 Live #138 ,****
5765,Apollo Crews vs. Kushida,07/17/2019,World Wrestling Entertainment,Singles,WWE NXT #482 ,
5766,Drew Gulak vs. Isaiah Scott,07/23/2019,World Wrestling Entertainment,Singles,WWE 205 Live #139 ,
5767,Gran Metalik & Kalisto vs. Humberto Carrillo & Raul Mendoza,07/23/2019,World Wrestling Entertainment,Tag Team,WWE 205 Live #139 ,
5768,Dolph Ziggler vs. Kofi Kingston vs. Samoa Joe,07/27/2019,World Wrestling Entertainment,Triple Threat,WWE Smackville ,
5769,Ali vs. Shinsuke Nakamura,07/27/2019,World Wrestling Entertainment,Singles,WWE Smackville ,
5770,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso vs. Karl Anderson & Luke Gallows,07/29/2019,World Wrestling Entertainment,Triple Threat Tag Team,WWE Monday Night RAW #1366 ,***3/4
5771,Andrade vs. Cesaro vs. Rey Mysterio vs. Ricochet vs. Sami Zayn,07/29/2019,World Wrestling Entertainment,Gauntlet,WWE Monday Night RAW #1366 ,
5772,Drake Maverick vs. Mike Kanellis,07/30/2019,World Wrestling Entertainment,Unsanctioned,WWE 205 Live #140 ,
5773,AJ Styles vs. Kofi Kingston,07/30/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1041 ,
5774,Drew McIntyre vs. Kevin Owens,07/30/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1041 ,
5775,Ariya Daivari vs. Lince Dorado,07/30/2019,World Wrestling Entertainment,Singles,WWE 205 Live #140 ,
5776,Andrade vs. Rey Mysterio,08/05/2019,World Wrestling Entertainment,Singles,WWE Monday Night RAW #1367 ,***3/4
5777,Becky Lynch & Charlotte Flair vs. Natalya & Trish Stratus,08/05/2019,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #1367 ,
5778,Akira Tozawa vs. Ariya Daivari vs. Gentleman Jack Gallagher vs. Kalisto vs. Oney Lorcan vs. Tony Nese,08/06/2019,World Wrestling Entertainment,Six Pack Challenge,WWE 205 Live #141 ,
5779,Humberto Carrillo vs. Lince Dorado,08/06/2019,World Wrestling Entertainment,Singles,WWE 205 Live #141 ,
5780,Big E & Xavier Woods vs. Daniel Bryan & Rowan,08/06/2019,World Wrestling Entertainment,Tag Team,WWE SmackDown Live #1042 ,
5781,Aleister Black vs. Sami Zayn,08/06/2019,World Wrestling Entertainment,Singles,WWE SmackDown Live #1042 ,
5782,Adam Cole vs. Johnny Gargano,08/10/2019,World Wrestling Entertainment,Best Two Out Of Three Falls,WWE NXT TakeOver: Toronto 2019 ,****
5783,Pete Dunne vs. Roderick Strong vs. Velveteen Dream,08/10/2019,World Wrestling Entertainment,Triple Threat,WWE NXT TakeOver: Toronto 2019 ,***1/2
5784,Candice LeRae vs. Io Shirai,08/10/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: Toronto 2019 ,****1/4
5785,Angelo Dawkins & Montez Ford vs. Bobby Fish & Kyle O'Reilly,08/10/2019,World Wrestling Entertainment,Tag Team,WWE NXT TakeOver: Toronto 2019 ,***3/4
5786,Mia Yim vs. Shayna Baszler,08/10/2019,World Wrestling Entertainment,Singles,WWE NXT TakeOver: Toronto 2019 ,
