Index,Fixture,Date,Promotion,Match type,Event,WON rating
211,Goldust vs. Val Venis,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,
212,Al Snow vs. Marc Mero,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,
213,Billy Gunn & The Road Dogg vs. Mosh & Thrasher,10/18/1998,World Wrestling Federation,Tag Team,WWF In Your House 25: Judgment Day 1998 ,
214,Mark Henry vs. The Rock,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,
215,Kane vs. The Undertaker,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,
216,Ken Shamrock vs. Mankind,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,***1/4
217,D-Lo Brown vs. X-Pac,10/18/1998,World Wrestling Federation,Singles,WWF In Your House 25: Judgment Day 1998 ,***1/2
218,Kane & The Undertaker vs. Steve Austin & The Rock,10/12/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #281 ,***1/4
219,Jeff Jarrett vs. The Rock,09/29/1998,World Wrestling Federation,Singles,WWF Sunday Night Heat #10 ,
220,D-Lo Brown vs. X-Pac,09/29/1998,World Wrestling Federation,Singles,WWF RAW is WAR #280 ,
221,Kane vs. Ken Shamrock,09/29/1998,World Wrestling Federation,Singles,WWF RAW is WAR #280 ,
222,The Rock vs. The Undertaker,09/29/1998,World Wrestling Federation,Singles,WWF RAW is WAR #280 ,
223,D-Lo Brown vs. Droz vs. Edge vs. Gangrel vs. Jeff Jarrett vs. Marc Mero,09/28/1998,World Wrestling Federation,Six Way Elimination,WWF RAW is WAR #279 ,
224,"Kane & The Undertaker vs. Ken Shamrock, Mankind & The Rock",09/28/1998,World Wrestling Federation,Three On Two Handicap,WWF RAW is WAR #279 ,
225,Bradshaw vs. Vader,09/27/1998,World Wrestling Federation,Falls Count Anywhere,WWF In Your House 24: Breakdown ,
226,Edge vs. Owen Hart,09/27/1998,World Wrestling Federation,Singles,WWF In Your House 24: Breakdown ,
227,Darren Drozdov vs. Marc Mero,09/27/1998,World Wrestling Federation,Singles,WWF In Your House 24: Breakdown ,
228,Al Snow & Scorpio vs. Brian Christopher & Scott Taylor,09/27/1998,World Wrestling Federation,Tag Team,WWF In Your House 24: Breakdown ,
229,D-Lo Brown vs. Gangrel,09/27/1998,World Wrestling Federation,Singles,WWF In Your House 24: Breakdown ,
230,Dustin Runnels vs. Val Venis,09/27/1998,World Wrestling Federation,Singles,WWF In Your House 24: Breakdown ,
231,"Billy Gunn, The Road Dogg & X-Pac vs. Dennis Knight, Jeff Jarrett & Mark Canterbury",09/27/1998,World Wrestling Federation,Six Man Tag Team,WWF In Your House 24: Breakdown ,
232,Kane vs. Steve Austin vs. The Undertaker,09/27/1998,World Wrestling Federation,Triple Threat,WWF In Your House 24: Breakdown ,
233,Ken Shamrock vs. Mankind vs. The Rock,09/27/1998,World Wrestling Federation,Triple Threat Steel Cage,WWF In Your House 24: Breakdown ,***1/2
234,Billy Gunn vs. Jeff Jarrett,09/15/1998,World Wrestling Federation,Singles,WWF RAW is WAR #278 ,
235,Billy Gunn & Steve Austin vs. Kane & The Undertaker,09/15/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #278 ,
236,D-Lo Brown vs. X-Pac,09/15/1998,World Wrestling Federation,Singles,WWF RAW is WAR #278 ,
237,"Billy Gunn, Triple H & X-Pac vs. D-Lo Brown, Jeff Jarrett & Owen Hart",09/15/1998,World Wrestling Federation,Six Man Tag Team,WWF Sunday Night Heat #8 ,
238,Al Snow vs. Sgt. Slaughter,09/15/1998,World Wrestling Federation,Boot Camp,WWF RAW is WAR #278 ,
239,Ken Shamrock vs. Mankind vs. The Rock,09/15/1998,World Wrestling Federation,Triple Threat,WWF RAW is WAR #278 ,
240,Owen Hart vs. Triple H,09/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #277 ,
241,Mankind vs. The Undertaker,09/14/1998,World Wrestling Federation,No Disqualification,WWF RAW is WAR #277 ,
242,8-Ball vs. Bob Holly vs. Bradshaw vs. Dan Severn vs. Dennis Knight vs. Dick Togo vs. Faarooq vs. Giant Silva vs. Golga vs. Jesus Castillo vs. Kurrgan vs. Marc Mero vs. Mark Canterbury vs. Mens Teioh vs. Miguel Perez Jr. vs. Mosh vs. Papi Chulo vs. Scott Taylor vs. Sho Funaki vs. Skull vs. The Rock vs. Thrasher vs. Tiger Ali Singh,09/14/1998,World Wrestling Federation,Battle Royal,WWF Shotgun Saturday Night ,
243,Kane vs. The Rock,09/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #277 ,
244,Ken Shamrock vs. Steve Austin,09/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #277 ,
245,D-Lo Brown & Mark Henry vs. Mosh & Thrasher,09/01/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #276 - Saturday Night ,
246,Jeff Jarrett vs. X-Pac,09/01/1998,World Wrestling Federation,Lumberjack,WWF Sunday Night Heat #7 ,
247,Edge vs. Jeff Jarrett,09/01/1998,World Wrestling Federation,Singles,WWF RAW is WAR #276 - Saturday Night ,
248,Billy Gunn & The Road Dogg vs. Mark Henry & The Rock,08/31/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #275 - Saturday Night ,
249,Brian Christopher & Scott Taylor vs. Jesus Castillo & Miguel Perez,08/31/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #275 - Saturday Night ,
250,Billy Gunn & The Road Dogg vs. Mankind,08/30/1998,World Wrestling Federation,No Holds Barred Falls Count Anywhere Two On One Handicap,"WWF SummerSlam 1998 - ""Highway To Hell"" ",
251,D-Lo Brown vs. Val Venis,08/30/1998,World Wrestling Federation,Singles,"WWF SummerSlam 1998 - ""Highway To Hell"" ",
252,"Dick Togo, Mens Teioh, Sho Funaki & Taka Michinoku vs. Giant Silva, Golga & Kurrgan",08/30/1998,World Wrestling Federation,Four On Three Handicap,"WWF SummerSlam 1998 - ""Highway To Hell"" ",
253,Jeff Jarrett vs. X-Pac,08/30/1998,World Wrestling Federation,Hair Vs. Hair,"WWF SummerSlam 1998 - ""Highway To Hell"" ",
254,Edge & Sable vs. Jacqueline & Marc Mero,08/30/1998,World Wrestling Federation,Mixed Tag Team,"WWF SummerSlam 1998 - ""Highway To Hell"" ",
255,The Rock vs. Triple H,08/30/1998,World Wrestling Federation,Ladder,"WWF SummerSlam 1998 - ""Highway To Hell"" ",****1/4
256,Steve Austin vs. The Undertaker,08/30/1998,World Wrestling Federation,Singles,"WWF SummerSlam 1998 - ""Highway To Hell"" ",***1/2
257,Ken Shamrock vs. Owen Hart,08/30/1998,World Wrestling Federation,Lion's Den,"WWF SummerSlam 1998 - ""Highway To Hell"" ",***1/2
258,Kane vs. Mankind,08/24/1998,World Wrestling Federation,Hell In A Cell,WWF RAW is WAR #274 ,
259,"Dick Togo, Mens Teioh, Sho Funaki & Taka Michinoku vs. Val Venis",08/11/1998,World Wrestling Federation,Four On One Handicap Gauntlet,WWF RAW is WAR #273 ,
260,"Billy Gunn, The Road Dogg, Triple H & X-Pac vs. D-Lo Brown, Mark Henry, The Godfather & The Rock",08/11/1998,World Wrestling Federation,Eight Man Tag Team Street Fight,WWF RAW is WAR #273 ,
261,Billy Gunn & The Road Dogg vs. D-Lo Brown & The Rock vs. Kane & Mankind vs. Steve Austin & The Undertaker,08/10/1998,World Wrestling Federation,Four Corners Tag Team,WWF RAW is WAR #272 ,**1/2
262,Triple H vs. X-Pac,07/28/1998,World Wrestling Federation,Singles,WWF RAW is WAR #271 ,
263,Owen Hart & The Rock vs. Steve Austin & The Undertaker,07/28/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #271 ,
264,Billy Gunn & The Road Dogg vs. Kane & Mankind,07/28/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #271 ,
265,Kane & Mankind vs. Owen Hart & The Rock,07/27/1998,World Wrestling Federation,Tag Team,WWF Sunday Night Heat #1 ,
266,Billy Gunn & The Road Dogg vs. Steve Austin & The Undertaker,07/27/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #270 ,
267,Bart Gunn vs. Steve Williams,07/27/1998,World Wrestling Federation,Brawl 4 All,WWF RAW is WAR #270 ,
268,The Rock vs. Triple H vs. X-Pac,07/27/1998,World Wrestling Federation,Triple Threat,WWF RAW is WAR #270 ,***1/2
269,Jeff Jarrett vs. Val Venis,07/26/1998,World Wrestling Federation,Singles,WWF In Your House 23: Fully Loaded 1998 ,
270,D-Lo Brown vs. X-Pac,07/26/1998,World Wrestling Federation,Singles,WWF In Your House 23: Fully Loaded 1998 ,
271,Bradshaw & Terry Funk vs. Faarooq & Scorpio,07/26/1998,World Wrestling Federation,Tag Team,WWF In Your House 23: Fully Loaded 1998 ,
272,Mark Henry vs. Vader,07/26/1998,World Wrestling Federation,Singles,WWF In Your House 23: Fully Loaded 1998 ,
273,8-Ball & Skull vs. Animal & Hawk,07/26/1998,World Wrestling Federation,Tag Team,WWF In Your House 23: Fully Loaded 1998 ,
274,Kane & Mankind vs. Steve Austin & The Undertaker,07/26/1998,World Wrestling Federation,Tag Team,WWF In Your House 23: Fully Loaded 1998 ,
275,The Rock vs. Triple H,07/26/1998,World Wrestling Federation,Best Two Out Of Three Falls,WWF In Your House 23: Fully Loaded 1998 ,***1/4
276,Pierre vs. Steve Williams,07/14/1998,World Wrestling Federation,Brawl 4 All,WWF RAW is WAR #269 ,
277,D-Lo Brown vs. Triple H,07/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #269 ,
278,Faarooq vs. Owen Hart,07/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #269 ,
279,The Rock vs. X-Pac,07/14/1998,World Wrestling Federation,Singles,WWF RAW is WAR #269 ,
280,Owen Hart & The Rock vs. Triple H & X-Pac,07/13/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #268 ,
281,Billy Gunn & The Road Dogg vs. Kane & Mankind,07/13/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #268 ,
282,Dustin Runnels vs. Jeff Jarrett,07/13/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
283,Ken Shamrock vs. Owen Hart vs. Triple H,06/29/1998,World Wrestling Federation,Triple Threat,WWF RAW is WAR #266 ,
284,Kane vs. Steve Austin,06/29/1998,World Wrestling Federation,Singles,WWF RAW is WAR #266 ,
285,Owen Hart vs. X-Pac,06/28/1998,World Wrestling Federation,Singles,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",
286,"Dick Togo, Mens Teioh & Sho Funaki vs. Mosh, Taka Michinoku & Thrasher",06/28/1998,World Wrestling Federation,Six Man Tag Team,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",
287,Jeff Jarrett vs. Ken Shamrock,06/28/1998,World Wrestling Federation,Singles,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",
288,Billy Gunn & The Road Dogg vs. Bodacious Bart & Bombastic Bob,06/28/1998,World Wrestling Federation,Tag Team,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",
289,Mankind vs. The Undertaker,06/28/1998,World Wrestling Federation,Hell In A Cell,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",****1/2
290,Ken Shamrock vs. The Rock,06/28/1998,World Wrestling Federation,Singles,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",***1/4
291,Kane vs. Steve Austin,06/28/1998,World Wrestling Federation,First Blood,"WWF King Of The Ring 1998 - ""Off With Their Heads"" ",***1/4
292,"Bradshaw, Dustin Runnels & Terry Funk vs. Brian Christopher, Jerry Lawler & Scott Taylor",06/16/1998,World Wrestling Federation,Six Man Tag Team,WWF Shotgun Saturday Night ,
293,The Rock vs. Triple H,06/16/1998,World Wrestling Federation,Singles,WWF RAW is WAR #265 ,
294,Dustin Runnels vs. X-Pac,06/16/1998,World Wrestling Federation,Singles,WWF RAW is WAR #265 ,
295,Billy Gunn vs. Mankind,06/16/1998,World Wrestling Federation,Singles,WWF RAW is WAR #265 ,
296,8-Ball & Skull vs. Bodacious Bart & Bombastic Bob vs. Bradshaw & Taka Michinoku vs. Brian Christopher & Scott Taylor vs. Faarooq & Steve Blackman vs. Golga & Kurrgan vs. Kane & Mankind vs. Mosh & Thrasher vs. Road Warrior Animal & Road Warrior Hawk vs. Scorpio & Terry Funk,06/15/1998,World Wrestling Federation,Royal Rumble,WWF RAW is WAR #264 ,
297,Triple H vs. X-Pac,06/15/1998,World Wrestling Federation,Singles,WWF RAW is WAR #264 ,
298,Kane & Mankind vs. Steve Austin & The Undertaker,06/15/1998,World Wrestling Federation,Hell In A Cell Tag Team,WWF RAW is WAR #264 ,
299,Dustin Runnels vs. Val Venis,06/02/1998,World Wrestling Federation,Singles,WWF RAW is WAR #263 ,
300,Owen Hart vs. Scorpio,06/02/1998,World Wrestling Federation,Singles,WWF RAW is WAR #263 ,
301,8-Ball & Skull vs. Billy Gunn & The Road Dogg vs. Road Warrior Animal & Road Warrior Hawk,06/02/1998,World Wrestling Federation,Three Way Dance,WWF RAW is WAR #263 ,
302,Kane vs. The Undertaker,06/01/1998,World Wrestling Federation,Singles,WWF RAW is WAR #262 ,
303,"Billy Gunn, The Road Dogg & Triple H vs. D-Lo Brown, Owen Hart & The Rock",06/01/1998,World Wrestling Federation,Six Man Tag Team Elimination,WWF RAW is WAR #262 ,***1/4
304,Kane vs. Vader,05/31/1998,World Wrestling Federation,Mask Vs. Mask,WWF In Your House 22: Over The Edge 1998 ,
305,"Bradshaw & Taka Michinoku vs. Dick Togo, Mens Teioh & Sho Funaki",05/31/1998,World Wrestling Federation,Three On Two Handicap,WWF In Your House 22: Over The Edge 1998 ,
306,8-Ball & Skull vs. Road Warrior Animal & Road Warrior Hawk,05/31/1998,World Wrestling Federation,Tag Team,WWF In Your House 22: Over The Edge 1998 ,
307,Jeff Jarrett vs. Steve Blackman,05/31/1998,World Wrestling Federation,Singles,WWF In Your House 22: Over The Edge 1998 ,
308,Faarooq vs. The Rock,05/31/1998,World Wrestling Federation,Singles,WWF In Your House 22: Over The Edge 1998 ,
309,"Billy Gunn, The Road Dogg & Triple H vs. D-Lo Brown, Kama Mustafa & Owen Hart",05/31/1998,World Wrestling Federation,Six Man Tag Team,WWF In Your House 22: Over The Edge 1998 ,
310,"Billy Gunn, The Road Dogg & Triple H vs. D-Lo Brown, Owen Hart & The Godfather",05/31/1998,World Wrestling Federation,Six Man Tag Team,WWF In Your House 22: Over The Edge 1998 ,
311,Dude Love vs. Steve Austin,05/31/1998,World Wrestling Federation,No Disqualification Falls Count Anywhere,WWF In Your House 22: Over The Edge 1998 ,****1/2
312,The Rock vs. Triple H,05/19/1998,World Wrestling Federation,Singles,WWF RAW is WAR #261 ,
313,Dick Togo & Teioh vs. Mosh & Thrasher,05/18/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #260 ,
314,Billy Gunn & The Road Dogg vs. Owen Hart & The Rock,05/18/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #260 ,
315,Sho Funaki vs. Taka Michinoku,05/18/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
316,Dick Togo & Mens Teioh vs. Mosh & Thrasher,05/18/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #260 ,
317,Scorpio vs. Val Venis,05/18/1998,World Wrestling Federation,Singles,WWF RAW is WAR #260 ,
318,Owen Hart vs. Triple H,05/11/1998,World Wrestling Federation,Singles,WWF RAW is WAR #259 ,
319,D-Lo Brown & The Rock vs. Steve Austin & Vince McMahon,05/11/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #259 ,
320,Mick Foley vs. Terry Funk,05/04/1998,World Wrestling Federation,No Holds Barred,WWF RAW is WAR #258 ,****
321,"8-Ball, Road Warrior Animal, Road Warrior Hawk & Skull vs. Billy Gunn, Chyna, The Road Dogg & Triple H",04/28/1998,World Wrestling Federation,Eight Man Tag Team,WWF RAW is WAR #258 ,
322,David Jericho vs. Taka Michinoku,04/28/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
323,Faarooq & Steve Blackman vs. Owen Hart & The Rock,04/28/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #258 ,
324,"8-Ball, Road Warrior Animal, Road Warrior Hawk & Skull vs. Billy Gunn, The Road Dogg, Triple H & X-Pac",04/28/1998,World Wrestling Federation,Eight Man Tag Team,WWF RAW is WAR #258 ,
325,Steve Austin vs. TAFKA Goldust,04/27/1998,World Wrestling Federation,Singles,WWF RAW is WAR #257 ,
326,Kane vs. The Undertaker,04/26/1998,World Wrestling Federation,Inferno,WWF In Your House 21: Unforgiven 1998 ,
327,Owen Hart vs. Triple H,04/26/1998,World Wrestling Federation,Chyna In A Cage Over The Ring,WWF In Your House 21: Unforgiven 1998 ,
328,"D-Lo Brown, Mark Henry & The Rock vs. Faarooq, Ken Shamrock & Steve Blackman",04/26/1998,World Wrestling Federation,Six Man Tag Team,WWF In Your House 21: Unforgiven 1998 ,
329,Bodacious Bart & Bombastic Bob vs. Ricky Morton & Robert Gibson,04/26/1998,World Wrestling Federation,Tag Team,WWF In Your House 21: Unforgiven 1998 ,
330,Billy Gunn & The Road Dogg vs. Road Warrior Animal & Road Warrior Hawk,04/26/1998,World Wrestling Federation,Tag Team,WWF In Your House 21: Unforgiven 1998 ,
331,Dude Love vs. Steve Austin,04/26/1998,World Wrestling Federation,Singles,WWF In Your House 21: Unforgiven 1998 ,****
332,Jimmy Cicero vs. Taka Michinoku,04/14/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
333,Faarooq vs. Kama Mustafa,04/14/1998,World Wrestling Federation,Street Fight,WWF RAW is WAR #256 ,
334,Bodacious Bart & Bombastic Bob vs. Terry Funk & Too Cold Scorpio,04/14/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #256 ,
335,"Billy Gunn, The Road Dogg & Triple H vs. Owen Hart, Road Warrior Animal & Road Warrior Hawk",04/14/1998,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #256 ,
336,Billy Gunn vs. Owen Hart,04/13/1998,World Wrestling Federation,Singles,WWF RAW is WAR #255 ,
337,Steve Austin vs. Triple H,04/04/1998,World Wrestling Federation,Singles,WWF Mayhem In Manchester ,
338,Brian Christopher vs. Steve Blackman,03/31/1998,World Wrestling Federation,Singles,WWF RAW is WAR #254 ,
339,Scott Taylor vs. Taka Michinoku,03/31/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
340,"8-Ball, Chainz & Skull vs. Billy Gunn, The Road Dogg & Triple H",03/31/1998,World Wrestling Federation,Six Man Tag Team,WWF RAW is WAR #254 ,
341,Bradshaw vs. Savio Vega,03/30/1998,World Wrestling Federation,Singles,WWF Shotgun Saturday Night ,
342,Kane vs. The Undertaker,03/29/1998,World Wrestling Federation,Singles,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",
343,Luna & TAFKA Goldust vs. Marc Mero & Sable,03/29/1998,World Wrestling Federation,Mixed Tag Team,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",
344,8-Ball & Skull vs. Bodacious Bart & Bombastic Bob vs. Bradshaw & Chainz vs. Brian Christopher & Scott Taylor vs. D-Lo Brown & Mark Henry vs. Faarooq & Kama Mustafa vs. Flash Funk & Steve Blackman vs. Henry O. Godwinn & Phineas I. Godwinn vs. Jacques & Pierre vs. Jesus Castillo & Jose Estrada vs. Miguel Perez & Savio Vega vs. Mosh & Thrasher vs. Recon & Sniper vs. Ricky Morton & Robert Gibson vs. Road Warrior Animal & Road Warrior Hawk,03/29/1998,World Wrestling Federation,Tag Team Battle Royal,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",
345,Aguila vs. Taka Michinoku,03/29/1998,World Wrestling Federation,Singles,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",
346,Owen Hart vs. Triple H,03/29/1998,World Wrestling Federation,Singles,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",
347,Shawn Michaels vs. Steve Austin,03/29/1998,World Wrestling Federation,Singles,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",***1/4
348,Billy Gunn & The Road Dogg vs. Cactus Jack & Chainsaw Charlie,03/29/1998,World Wrestling Federation,Dumpster Tag Team,"WWF WrestleMania XIV - ""The Greatest PPV Attraction Of All Time!"" ",***1/4
349,Steve Austin vs. The Rock,03/17/1998,World Wrestling Federation,Singles,WWF RAW is WAR #252 ,
350,Barry Windham vs. Owen Hart,03/03/1998,World Wrestling Federation,Singles,WWF RAW is WAR #250 ,
351,Cactus Jack & Chainsaw Charlie vs. Jacques & Pierre,03/03/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #250 ,
352,Marc Mero vs. TAFKA Goldust,03/03/1998,World Wrestling Federation,Singles,WWF RAW is WAR #250 ,
353,Faarooq & The Rock vs. T. Rantula & Tom Brandi,03/02/1998,World Wrestling Federation,Tag Team,WWF Shotgun Saturday Night ,
354,Mark Henry vs. Owen Hart,03/02/1998,World Wrestling Federation,Singles,WWF RAW is WAR #249 ,
355,Billy Gunn & The Road Dogg vs. Road Warrior Animal & Road Warrior Hawk,02/17/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #248 ,
356,Mosh & Thrasher vs. Ricky Morton & Robert Gibson,02/17/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #248 ,
357,Jeff Jarrett vs. Owen Hart,02/16/1998,World Wrestling Federation,Singles,WWF RAW is WAR #247 ,
358,Jacques & Pierre vs. Road Warrior Animal & Road Warrior Hawk,02/16/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #247 ,
359,Ken Shamrock vs. Sniper,02/16/1998,World Wrestling Federation,Singles,WWF RAW is WAR #247 ,
360,Aguila & Taka Michinoku vs. Brian Christopher & Pirata Morgan,02/16/1998,World Wrestling Federation,Tag Team,WWF RAW is WAR #247 ,
361,Marc Mero & TAFKA Goldust vs. Mosh & Thrasher,02/15/1998,World Wrestling Federation,Tag Team,WWF In Your House 20: No Way Out Of Texas ,
