,Match,Date,Promotion,Match Type,Event,Par1,Par2,Par3,Par4,Par5,Par6,Par7,Par8
1815,Davey Boy Smith & The Dynamite Kid vs. Jacques Rougeau & Raymond Rougeau,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Davey Boy Smith,The Dynamite Kid,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1816,Andre The Giant & Ted DiBiase vs. Hulk Hogan & Randy Savage,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Andre The Giant,Ted DiBiase,Hulk Hogan,Randy Savage,n/a,n/a,n/a,n/a
1817,Bad News Brown vs. Ken Patera,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Bad News Brown,Ken Patera,n/a,n/a,n/a,n/a,n/a,n/a
1818,Rick Rude vs. The Junkyard Dog,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Rick Rude,The Junkyard Dog,n/a,n/a,n/a,n/a,n/a,n/a
1819,Boris Zhukov & Nikolai Volkoff vs. The Barbarian & The Warlord,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Boris Zhukov,Nikolai Volkoff,The Barbarian,The Warlord,n/a,n/a,n/a,n/a
1820,Dino Bravo vs. Don Muraco,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Dino Bravo,Don Muraco,n/a,n/a,n/a,n/a,n/a,n/a
1821,Ax & Smash vs. Bret Hart & Jim Neidhart,08/29/1988,World Wrestling Federation,Tag Team,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Ax,Smash,Bret Hart,Jim Neidhart,n/a,n/a,n/a,n/a
1822,Koko B. Ware vs. The Big Boss Man,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Koko B. Ware,The Big Boss Man,n/a,n/a,n/a,n/a,n/a,n/a
1823,Hercules vs. Jake Roberts,08/29/1988,World Wrestling Federation,Singles,WWF SummerSlam 1988 - Where The Mega Powers Meet The Mega Bucks,Hercules,Jake Roberts,n/a,n/a,n/a,n/a,n/a,n/a
1824,Curt Hennig vs. SD Jones,08/13/1988,World Wrestling Federation,Singles,WWF on Z Channel,Curt Hennig,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1825,Barry Horowitz vs. The Blue Angel,08/13/1988,World Wrestling Federation,Singles,WWF on Z Channel,Barry Horowitz,The Blue Angel,n/a,n/a,n/a,n/a,n/a,n/a
1826,Andre The Giant vs. Hulk Hogan,07/31/1988,World Wrestling Federation,Steel Cage,WWF Wrestlefest 1988,Andre The Giant,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
1827,King Haku vs. SD Jones,07/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,King Haku,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1828,Bobby Heenan vs. The Ultimate Warrior,07/15/1988,World Wrestling Federation,Loser Wears Weasel Suit,WWF on Z Channel,Bobby Heenan,The Ultimate Warrior,n/a,n/a,n/a,n/a,n/a,n/a
1829,Jake Roberts vs. Rick Rude,07/15/1988,World Wrestling Federation,Singles,WWF on Z Channel,Jake Roberts,Rick Rude,n/a,n/a,n/a,n/a,n/a,n/a
1830,Conquistador Dos & Conquistador Uno vs. Davey Boy Smith & The Dynamite Kid,07/14/1988,World Wrestling Federation,Tag Team,WWF Wrestling Challenge #100,Conquistador Dos,Conquistador Uno,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
1831,Scott Casey vs. The Iron Sheik,07/09/1988,World Wrestling Federation,Singles,WWF on NESN,Scott Casey,The Iron Sheik,n/a,n/a,n/a,n/a,n/a,n/a
1832,Andre The Giant vs. Bam Bam Bigelow,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Andre The Giant,Bam Bam Bigelow,n/a,n/a,n/a,n/a,n/a,n/a
1833,Scott Casey vs. The Big Boss Man,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Scott Casey,The Big Boss Man,n/a,n/a,n/a,n/a,n/a,n/a
1834,Bad News Brown vs. Jim Neidhart,06/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Bad News Brown,Jim Neidhart,n/a,n/a,n/a,n/a,n/a,n/a
1835,Conquistador Dos & Conquistador Uno vs. Jacques Rougeau & Raymond Rougeau,06/25/1988,World Wrestling Federation,Tag Team,WWF on MSG Network,Conquistador Dos,Conquistador Uno,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1836,Randy Savage vs. Ted DiBiase,06/25/1988,World Wrestling Federation,Steel Cage,WWF on MSG Network,Randy Savage,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1837,Conquistador Uno vs. Jerry Allen,06/04/1988,World Wrestling Federation,Singles,WWF on NESN,Conquistador Uno,Jerry Allen,n/a,n/a,n/a,n/a,n/a,n/a
1838,Bam Bam Bigelow vs. Hercules,06/04/1988,World Wrestling Federation,Singles,WWF on NESN,Bam Bam Bigelow,Hercules,n/a,n/a,n/a,n/a,n/a,n/a
1839,B. Brian Blair & Jim Brunzell vs. Jacques Rougeau & Raymond Rougeau,06/01/1988,World Wrestling Federation,Tag Team,WWF Superstars #94,B. Brian Blair,Jim Brunzell,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1840,B. Brian Blair & Jim Brunzell vs. Bret Hart & Jim Neidhart,05/31/1988,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling,B. Brian Blair,Jim Brunzell,Bret Hart,Jim Neidhart,n/a,n/a,n/a,n/a
1841,Iron Mike Sharpe vs. Jerry Allen,05/27/1988,World Wrestling Federation,Singles,WWF on MSG Network,Iron Mike Sharpe,Jerry Allen,n/a,n/a,n/a,n/a,n/a,n/a
1842,SD Jones vs. The Conquistador,05/27/1988,World Wrestling Federation,Singles,WWF on MSG Network,SD Jones,The Conquistador,n/a,n/a,n/a,n/a,n/a,n/a
1843,Jerry Allen vs. Steve Lombardi,05/22/1988,World Wrestling Federation,Singles,WWF TV Taping,Jerry Allen,Steve Lombardi,n/a,n/a,n/a,n/a,n/a,n/a
1844,"Bobby Heenan, Haku & Sivi Afi vs. Davey Boy Smith, Koko B. Ware & The Dynamite Kid",05/21/1988,World Wrestling Federation,Six Man Tag Team,WWF on PRISM Network,Bobby Heenan,Haku,Sivi Afi,Davey Boy Smith,Koko B. Ware,The Dynamite Kid,n/a,n/a
1845,Jerry Allen vs. Steve Lombardi,05/21/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Jerry Allen,Steve Lombardi,n/a,n/a,n/a,n/a,n/a,n/a
1846,Pete Doherty vs. SD Jones,05/07/1988,World Wrestling Federation,Singles,WWF on NESN,Pete Doherty,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1847,Iron Mike Sharpe vs. Scott Casey,05/07/1988,World Wrestling Federation,Singles,WWF on NESN,Iron Mike Sharpe,Scott Casey,n/a,n/a,n/a,n/a,n/a,n/a
1848,Randy Savage vs. Ted DiBiase,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Randy Savage,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1849,Barry Horowitz vs. Jose Luis Rivera,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Barry Horowitz,Jose Luis Rivera,n/a,n/a,n/a,n/a,n/a,n/a
1850,Brady Boone vs. Steve Lombardi,04/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Brady Boone,Steve Lombardi,n/a,n/a,n/a,n/a,n/a,n/a
1851,Rick Gantner & Tony Ulysses vs. Rick Martel & Tito Santana,04/22/1988,World Wrestling Federation,Tag Team,WWF Wrestling Challenge #89,Rick Gantner,Tony Ulysses,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1852,Randy Savage vs. The One Man Gang,04/22/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #16,Randy Savage,The One Man Gang,n/a,n/a,n/a,n/a,n/a,n/a
1853,Hercules vs. Jim Duggan,04/22/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #16,Hercules,Jim Duggan,n/a,n/a,n/a,n/a,n/a,n/a
1854,"Brady Boone, Outback Jack & Steve Blackman vs. Haku, High Chief Afi & Tama",04/21/1988,World Wrestling Federation,Six Man Tag Team,WWF Superstars #86,Brady Boone,Outback Jack,Steve Blackman,Haku,High Chief Afi,Tama,n/a,n/a
1855,Andre The Giant vs. Hulk Hogan,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Andre The Giant,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
1856,"Bobby Heenan, Haku & Tama vs. Davey Boy Smith, Koko B. Ware & The Dynamite Kid",03/27/1988,World Wrestling Federation,Six Man Tag Team,"WWF WrestleMania IV - ""What The World Is Watching""",Bobby Heenan,Haku,Tama,Davey Boy Smith,Koko B. Ware,The Dynamite Kid,n/a,n/a
1857,Greg Valentine vs. Ricky Steamboat,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Greg Valentine,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
1858,Greg Valentine vs. Randy Savage,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Greg Valentine,Randy Savage,n/a,n/a,n/a,n/a,n/a,n/a
1859,Randy Savage vs. Ted DiBiase,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Randy Savage,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1860,Don Muraco vs. Ted DiBiase,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Don Muraco,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1861,Ax & Smash vs. Rick Martel & Tito Santana,03/27/1988,World Wrestling Federation,Tag Team,"WWF WrestleMania IV - ""What The World Is Watching""",Ax,Smash,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1862,Butch Reed vs. Randy Savage,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Butch Reed,Randy Savage,n/a,n/a,n/a,n/a,n/a,n/a
1863,Jake Roberts vs. Rick Rude,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Jake Roberts,Rick Rude,n/a,n/a,n/a,n/a,n/a,n/a
1864,Brutus Beefcake vs. The Honky Tonk Man,03/27/1988,World Wrestling Federation,Singles,"WWF WrestleMania IV - ""What The World Is Watching""",Brutus Beefcake,The Honky Tonk Man,n/a,n/a,n/a,n/a,n/a,n/a
1865,Dino Bravo vs. Koko B. Ware,03/13/1988,World Wrestling Federation,Singles,WWF TV,Dino Bravo,Koko B. Ware,n/a,n/a,n/a,n/a,n/a,n/a
1866,Leilani Kai vs. Noriyo Tateno,03/13/1988,World Wrestling Federation,Singles,WWF TV,Leilani Kai,Noriyo Tateno,n/a,n/a,n/a,n/a,n/a,n/a
1867,Johnny V vs. SD Jones,03/13/1988,World Wrestling Federation,Singles,WWF TV,Johnny V,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1868,B. Brian Blair & Jim Brunzell vs. Boris Zhukov & Nikolai Volkoff,03/13/1988,World Wrestling Federation,Tag Team,WWF TV,B. Brian Blair,Jim Brunzell,Boris Zhukov,Nikolai Volkoff,n/a,n/a,n/a,n/a
1869,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,03/12/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Itsuki Yamazaki,Noriyo Tateno,Judy Martin,Leilani Kai,n/a,n/a,n/a,n/a
1870,Johnny V vs. SD Jones,03/12/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Johnny V,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1871,B. Brian Blair & Jim Brunzell vs. Boris Zhukov & Nikolai Volkoff,03/12/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,B. Brian Blair,Jim Brunzell,Boris Zhukov,Nikolai Volkoff,n/a,n/a,n/a,n/a
1872,Brutus Beefcake vs. Greg Valentine,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15,Brutus Beefcake,Greg Valentine,n/a,n/a,n/a,n/a,n/a,n/a
1873,Randy Savage vs. Ted DiBiase,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15,Randy Savage,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1874,Hulk Hogan vs. King Harley Race,03/07/1988,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #15,Hulk Hogan,King Harley Race,n/a,n/a,n/a,n/a,n/a,n/a
1875,Danny Davis vs. Sam Houston,03/05/1988,World Wrestling Federation,Singles,WWF on NESN,Danny Davis,Sam Houston,n/a,n/a,n/a,n/a,n/a,n/a
1876,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,03/05/1988,World Wrestling Federation,Tag Team,WWF on NESN,Itsuki Yamazaki,Noriyo Tateno,Judy Martin,Leilani Kai,n/a,n/a,n/a,n/a
1877,Ax vs. Ken Patera,02/22/1988,World Wrestling Federation,Singles,WWF on MSG Network,Ax,Ken Patera,n/a,n/a,n/a,n/a,n/a,n/a
1878,Iron Mike Sharpe & King Harley Race vs. Jacques Rougeau & Raymond Rougeau,02/22/1988,World Wrestling Federation,Tag Team,WWF on MSG Network,Iron Mike Sharpe,King Harley Race,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1879,Lanny Poffo vs. Terry Gibbs,02/06/1988,World Wrestling Federation,Singles,WWF on NESN,Lanny Poffo,Terry Gibbs,n/a,n/a,n/a,n/a,n/a,n/a
1880,Barry Horowitz & Steve Lombardi vs. Jacques Rougeau & Raymond Rougeau,02/06/1988,World Wrestling Federation,Tag Team,WWF on NESN,Barry Horowitz,Steve Lombardi,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1881,Brady Boone vs. Danny Davis,02/06/1988,World Wrestling Federation,Singles,WWF on NESN,Brady Boone,Danny Davis,n/a,n/a,n/a,n/a,n/a,n/a
1882,Iron Mike Sharpe vs. Sam Houston,02/06/1988,World Wrestling Federation,Singles,WWF on NESN,Iron Mike Sharpe,Sam Houston,n/a,n/a,n/a,n/a,n/a,n/a
1883,Andre The Giant & Ted DiBiase vs. Bam Bam Bigelow & Hulk Hogan,02/06/1988,World Wrestling Federation,Tag Team,WWF on NESN,Andre The Giant,Ted DiBiase,Bam Bam Bigelow,Hulk Hogan,n/a,n/a,n/a,n/a
1884,Dino Bravo vs. Ricky Steamboat,02/06/1988,World Wrestling Federation,Singles,WWF on NESN,Dino Bravo,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
1885,Rockin' Robin vs. Sensational Sherri,02/06/1988,World Wrestling Federation,Singles,WWF on NESN,Rockin' Robin,Sensational Sherri,n/a,n/a,n/a,n/a,n/a,n/a
1886,Davey Boy Smith & The Dynamite Kid vs. Haku & Tama,02/06/1988,World Wrestling Federation,Tag Team,WWF on NESN,Davey Boy Smith,The Dynamite Kid,Haku,Tama,n/a,n/a,n/a,n/a
1887,Lanny Poffo vs. Terry Gibbs,02/06/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Lanny Poffo,Terry Gibbs,n/a,n/a,n/a,n/a,n/a,n/a
1888,Dino Bravo vs. Ricky Steamboat,02/06/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Dino Bravo,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
1889,Danny Davis vs. Sam Houston,02/06/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Danny Davis,Sam Houston,n/a,n/a,n/a,n/a,n/a,n/a
1890,Andre The Giant & Ted DiBiase vs. Bam Bam Bigelow & Hulk Hogan,02/06/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Andre The Giant,Ted DiBiase,Bam Bam Bigelow,Hulk Hogan,n/a,n/a,n/a,n/a
1891,Barry Horowitz & Steve Lombardi vs. Jacques Rougeau & Raymond Rougeau,02/06/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Barry Horowitz,Steve Lombardi,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1892,Brady Boone vs. Iron Mike Sharpe,02/06/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Brady Boone,Iron Mike Sharpe,n/a,n/a,n/a,n/a,n/a,n/a
1893,Davey Boy Smith & The Dynamite Kid vs. Haku & Tama,02/06/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Davey Boy Smith,The Dynamite Kid,Haku,Tama,n/a,n/a,n/a,n/a
1894,Andre The Giant vs. Hulk Hogan,02/05/1988,World Wrestling Federation,Singles,WWF The Main Event,Andre The Giant,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
1895,Randy Savage vs. The Honky Tonk Man,02/05/1988,World Wrestling Federation,Singles,WWF The Main Event,Randy Savage,The Honky Tonk Man,n/a,n/a,n/a,n/a,n/a,n/a
1896,Davey Boy Smith & The Dynamite Kid vs. Hercules & King Harley Race,01/27/1988,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling,Davey Boy Smith,The Dynamite Kid,Hercules,King Harley Race,n/a,n/a,n/a,n/a
1897,Butch Reed vs. The Junkyard Dog,01/27/1988,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Butch Reed,The Junkyard Dog,n/a,n/a,n/a,n/a,n/a,n/a
1898,Jose Estrada vs. Scott Casey,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Jose Estrada,Scott Casey,n/a,n/a,n/a,n/a,n/a,n/a
1899,Danny Davis vs. Sam Houston,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Danny Davis,Sam Houston,n/a,n/a,n/a,n/a,n/a,n/a
1900,Butch Reed vs. The Junkyard Dog,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Butch Reed,The Junkyard Dog,n/a,n/a,n/a,n/a,n/a,n/a
1901,Barry Horowitz & Steve Lombardi vs. Jim Powers & Paul Roma,01/25/1988,World Wrestling Federation,Tag Team,WWF on MSG Network,Barry Horowitz,Steve Lombardi,Jim Powers,Paul Roma,n/a,n/a,n/a,n/a
1902,Jim Duggan vs. King Harley Race,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Jim Duggan,King Harley Race,n/a,n/a,n/a,n/a,n/a,n/a
1903,Hillbilly Jim vs. Ron Bass,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Hillbilly Jim,Ron Bass,n/a,n/a,n/a,n/a,n/a,n/a
1904,Davey Boy Smith & The Dynamite Kid vs. Haku & Tama,01/25/1988,World Wrestling Federation,Tag Team,WWF on MSG Network,Davey Boy Smith,The Dynamite Kid,Haku,Tama,n/a,n/a,n/a,n/a
1905,Don Muraco vs. The One Man Gang,01/25/1988,World Wrestling Federation,Singles,WWF on MSG Network,Don Muraco,The One Man Gang,n/a,n/a,n/a,n/a,n/a,n/a
1906,Bam Bam Bigelow & Hulk Hogan vs. Ted DiBiase & Virgil,01/25/1988,World Wrestling Federation,Tag Team,WWF on MSG Network,Bam Bam Bigelow,Hulk Hogan,Ted DiBiase,Virgil,n/a,n/a,n/a,n/a
1907,Haku & Tama vs. Jim Powers & Paul Roma,01/24/1988,World Wrestling Federation,Best Two Out Of Three Falls Tag Team,WWF Royal Rumble 1988,Haku,Tama,Jim Powers,Paul Roma,n/a,n/a,n/a,n/a
1908,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,01/24/1988,World Wrestling Federation,Best Two Out Of Three Falls Tag Team,WWF Royal Rumble 1988,Itsuki Yamazaki,Noriyo Tateno,Judy Martin,Leilani Kai,n/a,n/a,n/a,n/a
1909,Rick Rude vs. Ricky Steamboat,01/24/1988,World Wrestling Federation,Singles,WWF Royal Rumble 1988,Rick Rude,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
1910,Brutus Beefcake vs. Greg Valentine,01/09/1988,World Wrestling Federation,Singles,WWF on PRISM Network,Brutus Beefcake,Greg Valentine,n/a,n/a,n/a,n/a,n/a,n/a
1911,Jake Roberts vs. Ted DiBiase,01/09/1988,World Wrestling Federation,Singles,WWF on NESN,Jake Roberts,Ted DiBiase,n/a,n/a,n/a,n/a,n/a,n/a
1912,Bret Hart & Jim Neidhart vs. Rick Martel & Tito Santana,01/09/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Bret Hart,Jim Neidhart,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1913,Itsuki Yamazaki & Noriyo Tateno vs. Judy Martin & Leilani Kai,01/09/1988,World Wrestling Federation,Tag Team,WWF on NESN,Itsuki Yamazaki,Noriyo Tateno,Judy Martin,Leilani Kai,n/a,n/a,n/a,n/a
1914,Iron Mike Sharpe vs. SD Jones,01/09/1988,World Wrestling Federation,Singles,WWF on NESN,Iron Mike Sharpe,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1915,Hulk Hogan vs. Rick Rude,01/09/1988,World Wrestling Federation,Singles,WWF on NESN,Hulk Hogan,Rick Rude,n/a,n/a,n/a,n/a,n/a,n/a
1916,Conquistador Dos & Conquistador Uno vs. Davey Boy Smith & The Dynamite Kid,01/09/1988,World Wrestling Federation,Tag Team,WWF on NESN,Conquistador Dos,Conquistador Uno,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
1917,Brutus Beefcake vs. Greg Valentine,01/09/1988,World Wrestling Federation,Singles,WWF on NESN,Brutus Beefcake,Greg Valentine,n/a,n/a,n/a,n/a,n/a,n/a
1918,Bret Hart & Jim Neidhart vs. Rick Martel & Tito Santana,01/09/1988,World Wrestling Federation,Tag Team,WWF on NESN,Bret Hart,Jim Neidhart,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1919,Conquistador Dos & Conquistador Uno vs. Davey Boy Smith & The Dynamite Kid,01/09/1988,World Wrestling Federation,Tag Team,WWF on PRISM Network,Conquistador Dos,Conquistador Uno,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
1920,Billy Jack Haynes & Ken Patera vs. Hercules & King Harley Race,01/05/1988,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling,Billy Jack Haynes,Ken Patera,Hercules,King Harley Race,n/a,n/a,n/a,n/a
1921,"B. Brian Blair, George Steele, Jim Brunzell & The Junkyard Dog vs. Boris Zhukov, Conquistador Dos, Conquistador Uno & Nikolai Volkoff",01/05/1988,World Wrestling Federation,Eight Man Tag Team,WWF Prime Time Wrestling,B. Brian Blair,George Steele,Jim Brunzell,The Junkyard Dog,Boris Zhukov,Conquistador Dos,Conquistador Uno,Nikolai Volkoff
1922,Rick Rude vs. Ricky Steamboat,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Rick Rude,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
1923,Rockin' Robin vs. Sensational Sherri,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Rockin' Robin,Sensational Sherri,n/a,n/a,n/a,n/a,n/a,n/a
1924,Conquistador Dos & Conquistador Uno vs. Jacques Rougeau & Raymond Rougeau,12/26/1987,World Wrestling Federation,Tag Team,WWF on MSG Network,Conquistador Dos,Conquistador Uno,Jacques Rougeau,Raymond Rougeau,n/a,n/a,n/a,n/a
1925,Iron Mike Sharpe vs. SD Jones,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Iron Mike Sharpe,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
1926,Jim Duggan vs. Sika,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Jim Duggan,Sika,n/a,n/a,n/a,n/a,n/a,n/a
1927,Brutus Beefcake vs. Greg Valentine,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Brutus Beefcake,Greg Valentine,n/a,n/a,n/a,n/a,n/a,n/a
1928,Randy Savage vs. The Honky Tonk Man,12/26/1987,World Wrestling Federation,Singles,WWF on MSG Network,Randy Savage,The Honky Tonk Man,n/a,n/a,n/a,n/a,n/a,n/a
1929,B. Brian Blair & Jim Brunzell vs. Haku & Tama,12/26/1987,World Wrestling Federation,Tag Team,WWF on MSG Network,B. Brian Blair,Jim Brunzell,Haku,Tama,n/a,n/a,n/a,n/a
1930,Conquistador Dos & Conquistador Uno vs. Jim Powers & Paul Roma,12/12/1987,World Wrestling Federation,Tag Team,WWF on NESN,Conquistador Dos,Conquistador Uno,Jim Powers,Paul Roma,n/a,n/a,n/a,n/a
1931,Boris Zhukov & Nikolai Volkoff vs. Rick Martel & Tito Santana,12/07/1987,World Wrestling Federation,Best Two Out Of Three Falls,WWF Saturday Night's Main Event #14,Boris Zhukov,Nikolai Volkoff,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1932,Hulk Hogan vs. King Kong Bundy,12/07/1987,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #14,Hulk Hogan,King Kong Bundy,n/a,n/a,n/a,n/a,n/a,n/a
1933,Greg Valentine vs. Koko B. Ware,12/07/1987,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #14,Greg Valentine,Koko B. Ware,n/a,n/a,n/a,n/a,n/a,n/a
1934,Haku & Tama vs. Rick Martel & Tito Santana,12/05/1987,World Wrestling Federation,Tag Team,WWF on PRISM Network,Haku,Tama,Rick Martel,Tito Santana,n/a,n/a,n/a,n/a
1935,Barry Horowitz vs. Outback Jack,12/05/1987,World Wrestling Federation,Singles,WWF on PRISM Network,Barry Horowitz,Outback Jack,n/a,n/a,n/a,n/a,n/a,n/a
1936,Iron Mike Sharpe vs. The Ultimate Warrior,12/05/1987,World Wrestling Federation,Singles,WWF on PRISM Network,Iron Mike Sharpe,The Ultimate Warrior,n/a,n/a,n/a,n/a,n/a,n/a
1937,Boris Zhukov & Nikolai Volkoff vs. Davey Boy Smith & The Dynamite Kid,12/05/1987,World Wrestling Federation,Tag Team,WWF on PRISM Network,Boris Zhukov,Nikolai Volkoff,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
1938,Dino Bravo vs. Hillbilly Jim,12/05/1987,World Wrestling Federation,Singles,WWF on PRISM Network,Dino Bravo,Hillbilly Jim,n/a,n/a,n/a,n/a,n/a,n/a
